Unnamed: 0,Title,Author,Main Genre,Sub Genre,Type,Price,Rating,No. of People rated,URLs
63295,Empire Scarlet Blossom,Noah,Society & Social Sciences,Ethnography,Hardcover,486.57,2.7,88.0,//www.additional_for_examination/63295
63296,Galaxy Shadowed Moon,Zoe,Society & Social Sciences,Ethnography,Kindle Edition,854.53,0.9,78.0,//www.additional_for_examination/63296
63297,Sacred Phoenix Sky,Sarah,Society & Social Sciences,Ethnography,Hardcover,673.68,2.7,46.0,//www.additional_for_examination/63297
63298,Valley Broken Harvest,Naomi,Society & Social Sciences,Ethnography,Kindle Edition,584.37,2.4,69.0,//www.additional_for_examination/63298
63299,Cinder Shadowed Lunar,Ella Flores,Society & Social Sciences,Ethnography,Hardcover,213.0,1.3,53.0,//www.additional_for_examination/63299
63300,Ember Legend Secret Fury,Matthew,Society & Social Sciences,Ethnography,Audible Audiobook,764.69,3.0,68.0,//www.additional_for_examination/63300
63301,Secret Thunder Bronze,Anna Smith,Society & Social Sciences,Ethnography,Audible Audiobook,247.11,0.8,77.0,//www.additional_for_examination/63301
63302,Fire Midnight Whisper,Logan Brooks,Society & Social Sciences,Ethnography,Kindle Edition,872.88,1.2,93.0,//www.additional_for_examination/63302
63303,Fury Ancient Whirlpool Pulse,William Parker,Society & Social Sciences,Ethnography,Paperback,235.56,3.9,73.0,//www.additional_for_examination/63303
63304,Blossom Cinder Flame Storm,James,Society & Social Sciences,Ethnography,Paperback,829.15,2.1,23.0,//www.additional_for_examination/63304
63305,Grace Emerald Fallen,Jason,Society & Social Sciences,Ethnography,Audible Audiobook,47.29,0.3,15.0,//www.additional_for_examination/63305
63306,Tide Flame Onyx Sapphire,Adam,Society & Social Sciences,Ethnography,Kindle Edition,960.4,2.9,63.0,//www.additional_for_examination/63306
63307,Star Pulse Soul Midnight,Hannah Howard,Society & Social Sciences,Ethnography,Paperback,65.05,2.3,10.0,//www.additional_for_examination/63307
63308,Shattered Shadowfall Golden Lunar,Caleb,Society & Social Sciences,Ethnography,Paperback,848.85,3.4,6.0,//www.additional_for_examination/63308
63309,Timber Harvest Sky,Mia,Society & Social Sciences,Ethnography,Paperback,548.4,1.5,93.0,//www.additional_for_examination/63309
63310,Frost Shattered Journey Harvest,Isabella Morgan,Society & Social Sciences,Ethnography,Kindle Edition,674.06,3.9,25.0,//www.additional_for_examination/63310
63311,Shadowed Silentwood Noble Wildfire,Violet Martinez,Society & Social Sciences,Ethnography,Hardcover,471.51,0.1,32.0,//www.additional_for_examination/63311
63312,Voyage Day Guardian,Ava Morgan,Society & Social Sciences,Ethnography,Hardcover,374.49,0.8,38.0,//www.additional_for_examination/63312
63313,Lost Ocean Timber Blossom,David,Society & Social Sciences,Ethnography,Kindle Edition,736.28,0.0,89.0,//www.additional_for_examination/63313
63314,Dusk Ruby Phoenix Broken,Adrian,Society & Social Sciences,Ethnography,Hardcover,751.55,3.6,58.0,//www.additional_for_examination/63314
63315,Emerald Silent Autumn Flame,James,Society & Social Sciences,Ethnography,Kindle Edition,775.43,1.6,45.0,//www.additional_for_examination/63315
63316,Wave Frost Crescent,Roman,Society & Social Sciences,Ethnography,Hardcover,516.91,3.6,79.0,//www.additional_for_examination/63316
63317,Spring Soul Ancient Valley,Michael Bell,Society & Social Sciences,Ethnography,Paperback,612.36,1.1,49.0,//www.additional_for_examination/63317
63318,Secret Forest Thunder,Layla,Society & Social Sciences,Ethnography,Audible Audiobook,492.53,3.5,60.0,//www.additional_for_examination/63318
63319,Dream Grace Sky Noble,Zoe Stewart,Society & Social Sciences,Ethnography,Kindle Edition,361.41,1.5,69.0,//www.additional_for_examination/63319
63320,Scarlet Last Radiant Myth,Julian Davis,Society & Social Sciences,Ethnography,Paperback,176.75,2.1,88.0,//www.additional_for_examination/63320
63321,Ruby Quest Breeze,Robert Green,Society & Social Sciences,Ethnography,Kindle Edition,715.29,3.0,25.0,//www.additional_for_examination/63321
63322,Fate Kingdom Fable,Jacob Rivera,Society & Social Sciences,Ethnography,Paperback,116.82,2.6,92.0,//www.additional_for_examination/63322
63323,Shadow Kingdom Dragon,Olivia Jackson,Society & Social Sciences,Ethnography,Kindle Edition,442.64,0.3,49.0,//www.additional_for_examination/63323
63324,Blossom Sky Saga,John Clark,Society & Social Sciences,Ethnography,Kindle Edition,988.17,3.1,49.0,//www.additional_for_examination/63324
63325,Bronze Roaring Spring,Stella,Society & Social Sciences,Ethnography,Paperback,932.57,2.8,1.0,//www.additional_for_examination/63325
63326,Majestic Pulse Harvest Frost,Michael Thompson,Society & Social Sciences,Ethnography,Hardcover,92.26,3.9,61.0,//www.additional_for_examination/63326
63327,Obsidian Glimmer Voyage,Elena Kelly,Society & Social Sciences,Ethnography,Paperback,378.13,4.8,99.0,//www.additional_for_examination/63327
63328,Last Dusk Valley,Charlotte Wilson,Society & Social Sciences,Ethnography,Kindle Edition,74.89,5.0,4.0,//www.additional_for_examination/63328
63329,Shadow Dusk Emerald Iron,Adam,Society & Social Sciences,Ethnography,Hardcover,187.11,0.2,35.0,//www.additional_for_examination/63329
63330,Quest Broken Moon Glass,Ava,Society & Social Sciences,Ethnography,Audible Audiobook,954.52,0.4,29.0,//www.additional_for_examination/63330
63331,Radiant Silent Ivory Ember,Scarlett Murphy,Society & Social Sciences,Ethnography,Hardcover,653.83,1.9,5.0,//www.additional_for_examination/63331
63332,Radiant Summer Lost,Isabella,Society & Social Sciences,Ethnography,Audible Audiobook,289.19,3.7,80.0,//www.additional_for_examination/63332
63333,Ancient Dawn Ruby Dream,Clara Diaz,Society & Social Sciences,Ethnography,Audible Audiobook,248.64,2.5,91.0,//www.additional_for_examination/63333
63334,Wave Willow Found Whisper,Stella Thomas,Society & Social Sciences,Ethnography,Kindle Edition,397.12,1.0,20.0,//www.additional_for_examination/63334
63335,Soul Ash Wave Silent,Jacob Hill,Society & Social Sciences,Ethnography,Audible Audiobook,205.23,3.5,66.0,//www.additional_for_examination/63335
63336,Horizon Golden Fable,William King,Society & Social Sciences,Ethnography,Hardcover,226.23,4.0,80.0,//www.additional_for_examination/63336
63337,Journey Nebula Midnight,Aiden Mitchell,Society & Social Sciences,Ethnography,Kindle Edition,103.93,1.7,87.0,//www.additional_for_examination/63337
63338,Silver Nebula Shattered,Owen,Society & Social Sciences,Ethnography,Hardcover,138.99,2.2,7.0,//www.additional_for_examination/63338
63339,Fallen Forest Shattered,Chloe,Society & Social Sciences,Ethnography,Paperback,616.91,4.1,41.0,//www.additional_for_examination/63339
63340,Tide Wildfire Valley Memory,Jacob Rivera,Society & Social Sciences,Ethnography,Kindle Edition,539.46,4.4,42.0,//www.additional_for_examination/63340
63341,Willow Flame Fate Iron,Harper Wood,Society & Social Sciences,Ethnography,Hardcover,502.4,3.0,87.0,//www.additional_for_examination/63341
63342,Timber Star Guardian,Elena Gomez,Society & Social Sciences,Ethnography,Hardcover,165.52,1.2,98.0,//www.additional_for_examination/63342
63343,Kingdom Frost Soul Spirit,Adrian Morgan,Society & Social Sciences,Ethnography,Kindle Edition,928.74,1.6,93.0,//www.additional_for_examination/63343
63344,Distant Phoenix Blossom,Olivia Scott,Society & Social Sciences,Ethnography,Paperback,40.06,2.7,20.0,//www.additional_for_examination/63344
63345,Noble Dream Crescent Broken,Gabriel Peterson,Society & Social Sciences,Ethnography,Hardcover,408.73,1.2,6.0,//www.additional_for_examination/63345
63346,Veil Lost Ancient Dark,Aiden Cook,Society & Social Sciences,Ethnography,Audible Audiobook,170.54,0.7,18.0,//www.additional_for_examination/63346
63347,Star Rising Shadowfall Fallen,Victoria,Society & Social Sciences,Ethnography,Audible Audiobook,494.61,2.7,33.0,//www.additional_for_examination/63347
63348,Kingdom Shadowfall Dream,Grace Brooks,Society & Social Sciences,Ethnography,Kindle Edition,705.0,1.6,43.0,//www.additional_for_examination/63348
63349,Roaring Tide Obsidian Ruby,Jonathan Murphy,Society & Social Sciences,Ethnography,Audible Audiobook,840.48,2.8,64.0,//www.additional_for_examination/63349
63350,Spirit Obsidian Soul Destiny,Laura,Society & Social Sciences,Ethnography,Audible Audiobook,135.57,0.3,16.0,//www.additional_for_examination/63350
63351,Harvest Chronicle Dark,Aria Taylor,Society & Social Sciences,Ethnography,Hardcover,326.27,0.3,3.0,//www.additional_for_examination/63351
63352,Frost Nebula Voyage Tide,Jonathan Morris,Society & Social Sciences,Ethnography,Hardcover,570.32,4.0,75.0,//www.additional_for_examination/63352
63353,Hidden Fury Ember,Aaliyah,Society & Social Sciences,Ethnography,Hardcover,669.46,3.5,96.0,//www.additional_for_examination/63353
63354,Breeze Eclipse Found,Mia Smith,Society & Social Sciences,Ethnography,Paperback,668.45,3.4,24.0,//www.additional_for_examination/63354
63355,Horizon Sapphire Fate River,Adam,Society & Social Sciences,Ethnography,Audible Audiobook,466.88,4.6,93.0,//www.additional_for_examination/63355
63356,Bronze Stormborn Whirlpool,Hazel Martin,Society & Social Sciences,Ethnography,Audible Audiobook,325.15,0.8,9.0,//www.additional_for_examination/63356
63357,Fable Flame Dragon Scarlet,Olivia,Society & Social Sciences,Ethnography,Kindle Edition,915.68,1.4,13.0,//www.additional_for_examination/63357
63358,Shadowfall Broken Voyage Sky,William,Society & Social Sciences,Ethnography,Hardcover,770.17,4.1,70.0,//www.additional_for_examination/63358
63359,Day Mirage River Crescent,Violet,Society & Social Sciences,Ethnography,Kindle Edition,463.3,2.3,80.0,//www.additional_for_examination/63359
63360,Whirlpool Winter Pulse,Aria,Society & Social Sciences,Ethnography,Hardcover,185.37,1.5,99.0,//www.additional_for_examination/63360
63361,Mountain Winter Eternal,Stella,Society & Social Sciences,Ethnography,Audible Audiobook,536.34,0.4,6.0,//www.additional_for_examination/63361
63362,Phoenix Roaring Sky,Aaliyah,Society & Social Sciences,Ethnography,Hardcover,970.7,1.1,23.0,//www.additional_for_examination/63362
63363,Dark Blood Violet,Laura Peterson,Society & Social Sciences,Ethnography,Paperback,742.08,2.5,32.0,//www.additional_for_examination/63363
63364,Glass Whispering Realm,Jacob Cox,Society & Social Sciences,Ethnography,Paperback,139.56,3.9,31.0,//www.additional_for_examination/63364
63365,Kingdom Whispering Golden,William,Society & Social Sciences,Ethnography,Kindle Edition,365.81,3.1,32.0,//www.additional_for_examination/63365
63366,Stone Ash Blossom Sapphire,Aaliyah Garcia,Society & Social Sciences,Ethnography,Audible Audiobook,725.61,1.3,12.0,//www.additional_for_examination/63366
63367,Harmony Eternal Myth Distant,Mia Diaz,Society & Social Sciences,Ethnography,Hardcover,294.37,2.0,2.0,//www.additional_for_examination/63367
63368,Echo Fallen Bloom,Jonathan,Society & Social Sciences,Ethnography,Kindle Edition,489.91,0.8,63.0,//www.additional_for_examination/63368
63369,Echo Sacred Summer Sacred,Violet Gray,Society & Social Sciences,Ethnography,Audible Audiobook,836.96,1.5,43.0,//www.additional_for_examination/63369
63370,Guardian Sacred Dusk Emerald,Naomi Bailey,Society & Social Sciences,Ethnography,Paperback,327.72,0.1,88.0,//www.additional_for_examination/63370
63371,Ash Lunar Roaring Fury,Daniel,Society & Social Sciences,Ethnography,Hardcover,282.45,0.8,42.0,//www.additional_for_examination/63371
63372,Summer Majestic Shadowed Spring,Nathan Howard,Society & Social Sciences,Ethnography,Kindle Edition,817.18,2.4,70.0,//www.additional_for_examination/63372
63373,Glimmer Flame Harvest,Laura Evans,Society & Social Sciences,Ethnography,Kindle Edition,45.23,2.4,83.0,//www.additional_for_examination/63373
63374,Sapphire Stone Obsidian Echo,Zoe Robinson,Society & Social Sciences,Ethnography,Kindle Edition,165.59,0.6,64.0,//www.additional_for_examination/63374
63375,Runestone Breeze Quest Pulse,Stella Rivera,Society & Social Sciences,Ethnography,Hardcover,853.26,3.7,1.0,//www.additional_for_examination/63375
63376,Guardian Fury Dark,Victoria,Society & Social Sciences,Ethnography,Kindle Edition,563.56,3.2,68.0,//www.additional_for_examination/63376
63377,Found Spirit Shadow,Laura,Society & Social Sciences,Ethnography,Kindle Edition,271.7,3.2,80.0,//www.additional_for_examination/63377
63378,Wildfire Storm Autumn Phoenix,Victoria,Society & Social Sciences,Ethnography,Audible Audiobook,678.01,3.7,30.0,//www.additional_for_examination/63378
63379,Fire Broken Distant,Riley,Society & Social Sciences,Ethnography,Kindle Edition,655.59,3.3,29.0,//www.additional_for_examination/63379
63380,Violet Found Journey,Ella,Society & Social Sciences,Ethnography,Paperback,317.94,1.0,78.0,//www.additional_for_examination/63380
63381,Light Breeze Phoenix Last,Nora Anderson,Society & Social Sciences,Ethnography,Hardcover,413.78,0.8,72.0,//www.additional_for_examination/63381
63382,Secret Shattered Nebula Stormborn,Layla,Society & Social Sciences,Ethnography,Paperback,964.26,0.3,9.0,//www.additional_for_examination/63382
63383,Spirit Forest Spirit Forest,Sarah,Society & Social Sciences,Ethnography,Hardcover,808.56,2.7,37.0,//www.additional_for_examination/63383
63384,Bloom Emerald Wave,Grace,Society & Social Sciences,Ethnography,Paperback,524.38,2.3,100.0,//www.additional_for_examination/63384
63385,Shadowfall Violet Bronze,Adrian,Society & Social Sciences,Ethnography,Audible Audiobook,456.21,1.3,93.0,//www.additional_for_examination/63385
63386,Lost Iron Stone Ivory,Joseph,Society & Social Sciences,Ethnography,Hardcover,33.54,1.2,90.0,//www.additional_for_examination/63386
63387,Moon Ruby Pulse Glimmer,Nora Carter,Society & Social Sciences,Ethnography,Audible Audiobook,595.52,0.1,89.0,//www.additional_for_examination/63387
63388,Cinder Breeze Dawn,Laura,Society & Social Sciences,Ethnography,Kindle Edition,223.54,3.9,61.0,//www.additional_for_examination/63388
63389,Stormborn Light Cinder Obsidian,William,Society & Social Sciences,Ethnography,Kindle Edition,496.61,4.5,36.0,//www.additional_for_examination/63389
63390,Autumn Realm Flame,Hudson Davis,Society & Social Sciences,Ethnography,Audible Audiobook,758.14,2.3,65.0,//www.additional_for_examination/63390
63391,Cascade Mountain Mountain,Victoria Evans,Society & Social Sciences,Ethnography,Audible Audiobook,656.55,2.0,32.0,//www.additional_for_examination/63391
63392,Ash Sapphire Galaxy Ancient,Michael,Society & Social Sciences,Ethnography,Audible Audiobook,362.49,2.5,47.0,//www.additional_for_examination/63392
63393,Legend Flame Wave Dark,Violet Adams,Society & Social Sciences,Ethnography,Kindle Edition,442.32,0.3,31.0,//www.additional_for_examination/63393
63394,Timber Noble Star,Sarah Morris,Society & Social Sciences,Ethnography,Hardcover,88.7,2.6,11.0,//www.additional_for_examination/63394
63395,Violet Glimmer Day,Anna,Society & Social Sciences,Ethnography,Hardcover,75.78,3.5,76.0,//www.additional_for_examination/63395
63396,Harmony Timber Ivory,Christopher,Society & Social Sciences,Ethnography,Hardcover,715.03,4.5,37.0,//www.additional_for_examination/63396
63397,Soul Nebula Ash Found,Riley,Society & Social Sciences,Ethnography,Paperback,682.04,4.7,43.0,//www.additional_for_examination/63397
63398,Fate Empire Silentwood,Joseph Thomas,Society & Social Sciences,Ethnography,Hardcover,397.18,0.9,31.0,//www.additional_for_examination/63398
63399,Scarlet Shadowfall Whispering Dream,Roman Jackson,Society & Social Sciences,Ethnography,Hardcover,113.64,2.5,34.0,//www.additional_for_examination/63399
63400,Radiant River Glass Rising,Charlotte Walker,Society & Social Sciences,Ethnography,Paperback,520.92,4.8,84.0,//www.additional_for_examination/63400
63401,Flare Veil Distant Midnight,Chloe Jackson,Society & Social Sciences,Ethnography,Hardcover,630.6,4.1,72.0,//www.additional_for_examination/63401
63402,Breeze Grace Ember,Julian Adams,Society & Social Sciences,Ethnography,Paperback,946.14,3.4,27.0,//www.additional_for_examination/63402
63403,Bloom Silent Glass Nebula,Benjamin,Society & Social Sciences,Ethnography,Hardcover,277.93,2.3,25.0,//www.additional_for_examination/63403
63404,Roaring Fate Frost Frost,Ella,Society & Social Sciences,Ethnography,Hardcover,567.27,4.7,24.0,//www.additional_for_examination/63404
63405,Majestic Willow Light,Hazel,Society & Social Sciences,Ethnography,Kindle Edition,94.6,3.5,60.0,//www.additional_for_examination/63405
63406,Ruby Wildfire Star Harvest,Mia,Society & Social Sciences,Ethnography,Audible Audiobook,532.0,3.7,52.0,//www.additional_for_examination/63406
63407,Voyage Willow Roaring Fire,Luna Allen,Society & Social Sciences,Ethnography,Hardcover,857.35,1.6,47.0,//www.additional_for_examination/63407
63408,Whisper Solar Shattered Bloom,Jacob Walker,Society & Social Sciences,Ethnography,Hardcover,101.99,0.2,34.0,//www.additional_for_examination/63408
63409,Ruby Flame Phoenix,Harper,Society & Social Sciences,Ethnography,Hardcover,781.37,3.9,43.0,//www.additional_for_examination/63409
63410,Autumn Shadowed Willow,Michael,Society & Social Sciences,Ethnography,Hardcover,186.8,1.8,33.0,//www.additional_for_examination/63410
63411,Whisper Whisper Blossom,Jonathan,Society & Social Sciences,Ethnography,Paperback,510.81,4.4,19.0,//www.additional_for_examination/63411
63412,Eclipse Tide Sapphire,Jacob King,Society & Social Sciences,Ethnography,Audible Audiobook,894.44,2.9,23.0,//www.additional_for_examination/63412
63413,Whispering Emerald Thunder,James,Society & Social Sciences,Ethnography,Audible Audiobook,668.57,3.1,50.0,//www.additional_for_examination/63413
63414,Soul Quest Soul Hidden,Nathan Cook,Society & Social Sciences,Ethnography,Kindle Edition,470.99,1.5,33.0,//www.additional_for_examination/63414
63415,Bloom Star Veil,Maria,Society & Social Sciences,Ethnography,Audible Audiobook,598.61,2.4,60.0,//www.additional_for_examination/63415
63416,Mirage Soul Stone Ember,Adrian,Society & Social Sciences,Ethnography,Kindle Edition,161.12,3.9,43.0,//www.additional_for_examination/63416
63417,Shattered Veil Saga Spirit,Luna Edwards,Society & Social Sciences,Ethnography,Kindle Edition,473.46,2.3,64.0,//www.additional_for_examination/63417
63418,Secret Dark Soul,Riley,Society & Social Sciences,Ethnography,Audible Audiobook,219.81,2.3,96.0,//www.additional_for_examination/63418
63419,Glass Roaring Fury Bloom,Roman,Society & Social Sciences,Ethnography,Kindle Edition,172.35,3.9,3.0,//www.additional_for_examination/63419
63420,Lost Summer Stone,John,Society & Social Sciences,Ethnography,Hardcover,810.01,3.1,98.0,//www.additional_for_examination/63420
63421,Roaring Journey Ivory,Lucy Mitchell,Society & Social Sciences,Ethnography,Audible Audiobook,59.87,2.3,53.0,//www.additional_for_examination/63421
63422,Fable Ember Myth,William Bailey,Society & Social Sciences,Ethnography,Kindle Edition,947.05,4.2,95.0,//www.additional_for_examination/63422
63423,Fury Radiant Radiant Star,Aria,Society & Social Sciences,Ethnography,Hardcover,127.57,4.4,24.0,//www.additional_for_examination/63423
63424,Willow Hidden Glimmer Bronze,Caleb Robinson,Society & Social Sciences,Ethnography,Paperback,108.0,0.7,40.0,//www.additional_for_examination/63424
63425,Emerald Shattered Blood,Elijah Edwards,Society & Social Sciences,Ethnography,Kindle Edition,492.22,1.0,72.0,//www.additional_for_examination/63425
63426,Fire Whisper Whirlpool Forest,Leo,Society & Social Sciences,Ethnography,Kindle Edition,964.52,4.1,77.0,//www.additional_for_examination/63426
63427,Ocean Ancient Dark Fable,Samuel,Society & Social Sciences,Ethnography,Paperback,538.42,2.2,65.0,//www.additional_for_examination/63427
63428,Stone Frost Ancient,Michael,Society & Social Sciences,Ethnography,Hardcover,310.53,4.1,89.0,//www.additional_for_examination/63428
63429,Cascade Ash Mirage,Maria,Society & Social Sciences,Ethnography,Audible Audiobook,81.48,3.9,16.0,//www.additional_for_examination/63429
63430,Fate Tide Sapphire Shadowed,Sophia,Society & Social Sciences,Ethnography,Kindle Edition,549.82,1.8,90.0,//www.additional_for_examination/63430
63431,Dark Cinder Ash Bloom,Abigail Nguyen,Society & Social Sciences,Ethnography,Audible Audiobook,808.4,4.8,21.0,//www.additional_for_examination/63431
63432,Realm Empire Wave Lunar,Charlotte Morris,Society & Social Sciences,Ethnography,Paperback,775.85,4.0,40.0,//www.additional_for_examination/63432
63433,Autumn Silver Winter Realm,Daniel,Society & Social Sciences,Ethnography,Audible Audiobook,960.36,2.2,15.0,//www.additional_for_examination/63433
63434,Voyage Last Destiny Star,Noah King,Society & Social Sciences,Ethnography,Audible Audiobook,297.01,1.5,62.0,//www.additional_for_examination/63434
63435,Whirlpool Timber Blossom,Ethan Watson,Society & Social Sciences,Ethnography,Audible Audiobook,822.15,4.4,83.0,//www.additional_for_examination/63435
63436,Midnight Fire Phoenix Violet,Benjamin Scott,Society & Social Sciences,Ethnography,Kindle Edition,781.18,4.2,38.0,//www.additional_for_examination/63436
63437,Thunder Journey Voyage Ivory,Isabella,Society & Social Sciences,Ethnography,Paperback,280.93,2.7,62.0,//www.additional_for_examination/63437
63438,Stone Day Valley Eternal,Samuel Peterson,Society & Social Sciences,Ethnography,Audible Audiobook,831.95,3.9,52.0,//www.additional_for_examination/63438
63439,Ivory Forest Solar Ocean,Nora Martinez,Society & Social Sciences,Ethnography,Kindle Edition,614.93,2.5,19.0,//www.additional_for_examination/63439
63440,Flare Grace Radiant Blood,Isaac,Society & Social Sciences,Ethnography,Hardcover,996.38,4.7,24.0,//www.additional_for_examination/63440
63441,Ruby Bloom Dream,Julian,Society & Social Sciences,Ethnography,Kindle Edition,74.44,0.9,72.0,//www.additional_for_examination/63441
63442,Valley Phoenix Ash Thunder,Chloe Thompson,Society & Social Sciences,Ethnography,Audible Audiobook,367.2,2.3,11.0,//www.additional_for_examination/63442
63443,Veil Whisper Ivory Found,Christopher Adams,Society & Social Sciences,Ethnography,Hardcover,557.19,2.2,95.0,//www.additional_for_examination/63443
63444,Ocean Pulse Night Fate,Michael Bell,Society & Social Sciences,Ethnography,Audible Audiobook,736.55,3.0,95.0,//www.additional_for_examination/63444
63445,Summer Blossom Spirit,Layla Martin,Society & Social Sciences,Ethnography,Hardcover,288.0,1.0,59.0,//www.additional_for_examination/63445
63446,Cinder Valley Storm,Grace Cooper,Society & Social Sciences,Ethnography,Hardcover,930.86,3.4,94.0,//www.additional_for_examination/63446
63447,Shadowed Iron Spirit Glass,Evan Morris,Society & Social Sciences,Ethnography,Audible Audiobook,541.2,2.6,90.0,//www.additional_for_examination/63447
63448,Wild Forest Frost,Julian Peterson,Society & Social Sciences,Ethnography,Hardcover,181.36,2.9,0.0,//www.additional_for_examination/63448
63449,Crescent Legend Phoenix,Ethan,Society & Social Sciences,Ethnography,Hardcover,852.77,3.5,60.0,//www.additional_for_examination/63449
63450,Iron Ivory Flare,Harper,Society & Social Sciences,Ethnography,Kindle Edition,948.82,4.9,22.0,//www.additional_for_examination/63450
63451,Day Glass Sky,Owen Green,Society & Social Sciences,Ethnography,Audible Audiobook,372.21,4.0,51.0,//www.additional_for_examination/63451
63452,Whirlpool Emerald Timber,Zoe,Society & Social Sciences,Ethnography,Hardcover,670.62,4.1,13.0,//www.additional_for_examination/63452
63453,Lunar Iron Voyage Noble,Luna,Society & Social Sciences,Ethnography,Audible Audiobook,187.15,3.6,55.0,//www.additional_for_examination/63453
63454,Sky Roaring Shattered Sapphire,Julian,Society & Social Sciences,Ethnography,Kindle Edition,871.86,2.5,45.0,//www.additional_for_examination/63454
63455,Radiant Eternal Fate,Olivia,Society & Social Sciences,Ethnography,Hardcover,636.13,0.8,94.0,//www.additional_for_examination/63455
63456,Shadow Light Galaxy,Caleb,Society & Social Sciences,Ethnography,Hardcover,521.89,3.4,26.0,//www.additional_for_examination/63456
63457,Thunder Ancient Emerald Ash,Clara,Society & Social Sciences,Ethnography,Hardcover,280.57,4.4,73.0,//www.additional_for_examination/63457
63458,Journey Crescent Spring Voyage,Adam Cook,Society & Social Sciences,Ethnography,Kindle Edition,330.63,4.7,12.0,//www.additional_for_examination/63458
63459,Thunder Harmony Blood Night,James Wright,Society & Social Sciences,Ethnography,Audible Audiobook,125.97,3.1,41.0,//www.additional_for_examination/63459
63460,Midnight Breeze Runestone Thunder,Samuel Johnson,Society & Social Sciences,Ethnography,Kindle Edition,513.5,2.6,22.0,//www.additional_for_examination/63460
63461,Mountain Lost Winter,Robert,Society & Social Sciences,Ethnography,Kindle Edition,89.74,3.6,31.0,//www.additional_for_examination/63461
63462,Obsidian Spirit Harvest,Samuel Johnson,Society & Social Sciences,Ethnography,Audible Audiobook,114.68,4.5,1.0,//www.additional_for_examination/63462
63463,Soul Midnight Emerald,Chloe,Society & Social Sciences,Ethnography,Hardcover,297.92,3.1,61.0,//www.additional_for_examination/63463
63464,Ember Crystal Myth Bronze,Layla Ramirez,Society & Social Sciences,Ethnography,Audible Audiobook,280.76,2.3,68.0,//www.additional_for_examination/63464
63465,Broken Empire Runestone Wild,William Cooper,Society & Social Sciences,Ethnography,Hardcover,94.4,2.6,8.0,//www.additional_for_examination/63465
63466,Cascade Fury Hidden,Hazel Cox,Society & Social Sciences,Ethnography,Paperback,525.12,2.6,67.0,//www.additional_for_examination/63466
63467,Wildfire Fire Stone Wild,Henry,Society & Social Sciences,Ethnography,Hardcover,762.03,4.1,43.0,//www.additional_for_examination/63467
63468,Violet Hidden Night Legend,Penelope Stewart,Society & Social Sciences,Ethnography,Audible Audiobook,712.12,2.7,86.0,//www.additional_for_examination/63468
63469,Guardian Storm Whispering,Evan,Society & Social Sciences,Ethnography,Paperback,639.96,2.5,85.0,//www.additional_for_examination/63469
63470,Thunder Veil Voyage Realm,Riley,Society & Social Sciences,Ethnography,Hardcover,398.99,2.6,84.0,//www.additional_for_examination/63470
63471,Nebula Golden Spring Storm,Naomi Gray,Society & Social Sciences,Ethnography,Hardcover,586.69,4.5,42.0,//www.additional_for_examination/63471
63472,Wave Ash Veil,Andrew,Society & Social Sciences,Religious Groups Studies,Paperback,806.27,4.6,77.0,//www.additional_for_examination/63472
63473,Galaxy Destiny Memory Light,Gabriel,Society & Social Sciences,Religious Groups Studies,Paperback,486.79,2.7,62.0,//www.additional_for_examination/63473
63474,Timber Shadowed Phoenix,Nora Wood,Society & Social Sciences,Religious Groups Studies,Kindle Edition,368.64,3.7,88.0,//www.additional_for_examination/63474
63475,Crystal Whisper Saga Harvest,Roman,Society & Social Sciences,Religious Groups Studies,Paperback,862.93,1.6,82.0,//www.additional_for_examination/63475
63476,Glass Emerald Crystal Runestone,Adam King,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,505.12,4.9,52.0,//www.additional_for_examination/63476
63477,Sky Veil Bronze,Hudson,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,657.59,4.8,80.0,//www.additional_for_examination/63477
63478,Sacred Iron Lost,Sophia Bennett,Society & Social Sciences,Religious Groups Studies,Kindle Edition,512.78,3.5,76.0,//www.additional_for_examination/63478
63479,Winter Ivory Fate,Christopher,Society & Social Sciences,Religious Groups Studies,Hardcover,474.08,3.1,40.0,//www.additional_for_examination/63479
63480,Fire Voyage Timber Lunar,Chloe,Society & Social Sciences,Religious Groups Studies,Kindle Edition,760.18,1.3,18.0,//www.additional_for_examination/63480
63481,Cinder Ash Fable,Naomi Howard,Society & Social Sciences,Religious Groups Studies,Hardcover,442.07,2.3,44.0,//www.additional_for_examination/63481
63482,Ocean Guardian Golden Night,Anna,Society & Social Sciences,Religious Groups Studies,Hardcover,667.17,2.8,85.0,//www.additional_for_examination/63482
63483,Galaxy Sky Midnight Veil,Sarah,Society & Social Sciences,Religious Groups Studies,Kindle Edition,351.84,1.3,23.0,//www.additional_for_examination/63483
63484,Dream Phoenix Scarlet Shadowed,Aiden,Society & Social Sciences,Religious Groups Studies,Paperback,415.77,3.1,21.0,//www.additional_for_examination/63484
63485,Bronze Golden Saga,Ava Morris,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,417.46,0.2,35.0,//www.additional_for_examination/63485
63486,Grace Dusk Solar Violet,Adrian White,Society & Social Sciences,Religious Groups Studies,Audible Audiobook,399.29,0.4,31.0,//www.additional_for_examination/63486
63487,Majestic Bloom Distant,Victoria,Society & Social Sciences,Religious Groups Studies,Paperback,287.05,4.2,37.0,//www.additional_for_examination/63487
